,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2264650,2015,5,24,7,AA,1143,N854AA,LAX,SFO,1220,1312,52,15.0,1327.0,82,75.0,56.0,337,1423.0,4.0,1342,1427,45,0,0,,0.0,0.0,45.0,0.0,0.0
2264776,2015,5,24,7,AA,2438,N3FVAA,SFO,LAX,1228,1222,-6,11.0,1233.0,87,69.0,52.0,337,1325.0,6.0,1355,1331,-24,0,0,,,,,,
2264777,2015,5,24,7,OO,6270,N109SY,LAX,SFO,1228,1226,-2,25.0,1251.0,92,87.0,59.0,337,1350.0,3.0,1400,1353,-7,0,0,,,,,,
2264894,2015,5,24,7,WN,3101,N632SW,LAX,SFO,1235,1230,-5,9.0,1239.0,80,74.0,57.0,337,1336.0,8.0,1355,1344,-11,0,0,,,,,,
2265337,2015,5,24,7,UA,1710,N81449,SFO,LAX,1303,1337,34,17.0,1354.0,90,76.0,49.0,337,1443.0,10.0,1433,1453,20,0,0,,20.0,0.0,0.0,0.0,0.0
2265356,2015,5,24,7,VX,933,N642VA,LAX,SFO,1305,1301,-4,8.0,1309.0,75,70.0,57.0,337,1406.0,5.0,1420,1411,-9,0,0,,,,,,
2265554,2015,5,24,7,WN,1429,N397SW,SFO,LAX,1320,1315,-5,21.0,1336.0,80,85.0,59.0,337,1435.0,5.0,1440,1440,0,0,0,,,,,,
2265607,2015,5,24,7,VX,928,N837VA,SFO,LAX,1325,1322,-3,15.0,1337.0,80,81.0,59.0,337,1436.0,7.0,1445,1443,-2,0,0,,,,,,
2265770,2015,5,24,7,WN,745,N340LV,LAX,SFO,1335,1331,-4,8.0,1339.0,75,70.0,56.0,337,1435.0,6.0,1450,1441,-9,0,0,,,,,,
2266054,2015,5,24,7,UA,1642,N27205,LAX,SFO,1350,1352,2,19.0,1411.0,88,82.0,58.0,337,1509.0,5.0,1518,1514,-4,0,0,,,,,,
2266181,2015,5,24,7,VX,929,N526VA,LAX,SFO,1400,1357,-3,11.0,1408.0,80,74.0,57.0,337,1505.0,6.0,1520,1511,-9,0,0,,,,,,
2266663,2015,5,24,7,AA,1143,N854AA,SFO,LAX,1436,1513,37,15.0,1528.0,84,80.0,55.0,337,1623.0,10.0,1600,1633,33,0,0,,0.0,0.0,0.0,33.0,0.0
2266820,2015,5,24,7,WN,3121,N632SW,SFO,LAX,1450,1444,-6,17.0,1501.0,85,81.0,56.0,337,1557.0,8.0,1615,1605,-10,0,0,,,,,,
2267515,2015,5,24,7,WN,565,N397SW,LAX,SFO,1535,1532,-3,12.0,1544.0,75,77.0,62.0,337,1646.0,3.0,1650,1649,-1,0,0,,,,,,
2267753,2015,5,24,7,UA,1616,N69818,SFO,LAX,1550,1550,0,12.0,1602.0,94,83.0,56.0,337,1658.0,15.0,1724,1713,-11,0,0,,,,,,
2268185,2015,5,24,7,AA,209,N3MBAA,LAX,SFO,1625,1620,-5,22.0,1642.0,81,83.0,56.0,337,1738.0,5.0,1746,1743,-3,0,0,,,,,,
2268267,2015,5,24,7,VX,932,N635VA,SFO,LAX,1630,1633,3,9.0,1642.0,80,66.0,50.0,337,1732.0,7.0,1750,1739,-11,0,0,,,,,,
2268312,2015,5,24,7,UA,460,N445UA,LAX,SFO,1630,1625,-5,24.0,1649.0,82,94.0,65.0,337,1754.0,5.0,1752,1759,7,0,0,,,,,,
2268349,2015,5,24,7,VX,923,N361VA,LAX,SFO,1635,1628,-7,16.0,1644.0,75,78.0,57.0,337,1741.0,5.0,1750,1746,-4,0,0,,,,,,
2268804,2015,5,24,7,WN,3157,N632SW,LAX,SFO,1705,1703,-2,17.0,1720.0,75,76.0,54.0,337,1814.0,5.0,1820,1819,-1,0,0,,,,,,
2268872,2015,5,24,7,WN,2890,N370SW,SFO,LAX,1710,1704,-6,17.0,1721.0,75,81.0,58.0,337,1819.0,6.0,1825,1825,0,0,0,,,,,,
2268918,2015,5,24,7,UA,541,N425UA,SFO,LAX,1714,1735,21,20.0,1755.0,85,85.0,55.0,337,1850.0,10.0,1839,1900,21,0,0,,0.0,0.0,17.0,4.0,0.0
2269636,2015,5,24,7,VX,936,N633VA,SFO,LAX,1805,1758,-7,16.0,1814.0,80,80.0,55.0,337,1909.0,9.0,1925,1918,-7,0,0,,,,,,
2269956,2015,5,24,7,VX,941,N522VA,LAX,SFO,1830,1825,-5,9.0,1834.0,75,73.0,58.0,337,1932.0,6.0,1945,1938,-7,0,0,,,,,,
2270002,2015,5,24,7,AA,209,N3MBAA,SFO,LAX,1834,1828,-6,20.0,1848.0,86,97.0,57.0,337,1945.0,20.0,2000,2005,5,0,0,,,,,,
2270017,2015,5,24,7,VX,938,N361VA,SFO,LAX,1835,1827,-8,8.0,1835.0,80,69.0,51.0,337,1926.0,10.0,1955,1936,-19,0,0,,,,,,
2270071,2015,5,24,7,AA,218,N3JXAA,LAX,SFO,1840,1926,46,34.0,2000.0,78,94.0,57.0,337,2057.0,3.0,1958,2100,62,0,0,,16.0,0.0,40.0,6.0,0.0
2270129,2015,5,24,7,UA,1266,N68817,LAX,SFO,1844,1922,38,12.0,1934.0,82,72.0,55.0,337,2029.0,5.0,2006,2034,28,0,0,,0.0,0.0,12.0,16.0,0.0
2270407,2015,5,24,7,UA,525,N495UA,SFO,LAX,1901,1857,-4,16.0,1913.0,89,82.0,56.0,337,2009.0,10.0,2030,2019,-11,0,0,,,,,,
2270836,2015,5,24,7,VX,942,N530VA,SFO,LAX,1940,1941,1,9.0,1950.0,85,69.0,55.0,337,2045.0,5.0,2105,2050,-15,0,0,,,,,,
2270909,2015,5,24,7,UA,1247,N37419,LAX,SFO,1945,1944,-1,10.0,1954.0,83,77.0,61.0,337,2055.0,6.0,2108,2101,-7,0,0,,,,,,
2271466,2015,5,24,7,AA,2465,N3LPAA,LAX,SFO,2030,2023,-7,14.0,2037.0,84,77.0,59.0,337,2136.0,4.0,2154,2140,-14,0,0,,,,,,
2271569,2015,5,24,7,AA,218,N3JXAA,SFO,LAX,2045,2138,53,17.0,2155.0,99,79.0,52.0,337,2247.0,10.0,2224,2257,33,0,0,,0.0,0.0,0.0,33.0,0.0
2271973,2015,5,24,7,UA,848,N412UA,LAX,SFO,2145,2155,10,13.0,2208.0,84,71.0,55.0,337,2303.0,3.0,2309,2306,-3,0,0,,,,,,
2272237,2015,5,24,7,UA,537,N448UA,SFO,LAX,2232,2226,-6,20.0,2246.0,86,79.0,52.0,337,2338.0,7.0,2358,2345,-13,0,0,,,,,,
2273496,2015,5,25,1,AA,338,N5FCAA,LAX,SFO,0650,0647,-3,15.0,702.0,81,79.0,55.0,337,757.0,9.0,0811,0806,-5,0,0,,,,,,
2273514,2015,5,25,1,VX,922,N843VA,SFO,LAX,0650,0645,-5,10.0,655.0,75,72.0,54.0,337,749.0,8.0,0805,0757,-8,0,0,,,,,,
2273533,2015,5,25,1,OO,6286,N127SY,SFO,LAX,0650,0646,-4,14.0,700.0,94,98.0,54.0,337,754.0,30.0,0824,0824,0,0,0,,,,,,
2273731,2015,5,25,1,VX,925,N623VA,LAX,SFO,0700,0655,-5,22.0,717.0,75,81.0,53.0,337,810.0,6.0,0815,0816,1,0,0,,,,,,
2273805,2015,5,25,1,UA,414,N801UA,LAX,SFO,0702,0700,-2,21.0,721.0,82,84.0,57.0,337,818.0,6.0,0824,0824,0,0,0,,,,,,
2274398,2015,5,25,1,UA,1569,N27421,LAX,SFO,0749,0746,-3,44.0,830.0,92,104.0,56.0,337,926.0,4.0,0921,0930,9,0,0,,,,,,
2274544,2015,5,25,1,AA,1232,N3GXAA,SFO,LAX,0800,0753,-7,23.0,816.0,90,92.0,58.0,337,914.0,11.0,0930,0925,-5,0,0,,,,,,
2274613,2015,5,25,1,VX,1930,N640VA,SFO,LAX,0800,0758,-2,20.0,818.0,80,90.0,59.0,337,917.0,11.0,0920,0928,8,0,0,,,,,,
2275136,2015,5,25,1,VX,898,N526VA,SFO,LAX,0835,0829,-6,9.0,838.0,80,76.0,58.0,337,936.0,9.0,0955,0945,-10,0,0,,,,,,
2275664,2015,5,25,1,AA,338,N5FCAA,SFO,LAX,0906,0859,-7,25.0,924.0,93,99.0,55.0,337,1019.0,19.0,1039,1038,-1,0,0,,,,,,
2275742,2015,5,25,1,UA,814,N801UA,SFO,LAX,0914,0920,6,13.0,933.0,93,75.0,56.0,337,1029.0,6.0,1047,1035,-12,0,0,,,,,,
2275926,2015,5,25,1,UA,1950,N69818,LAX,SFO,0927,0924,-3,21.0,945.0,93,82.0,56.0,337,1041.0,5.0,1100,1046,-14,0,0,,,,,,
2276298,2015,5,25,1,VX,1935,N849VA,LAX,SFO,0955,0955,0,16.0,1011.0,75,78.0,55.0,337,1106.0,7.0,1110,1113,3,0,0,,,,,,
2276397,2015,5,25,1,VX,1949,N633VA,LAX,SFO,1000,1032,32,23.0,1055.0,75,83.0,53.0,337,1148.0,7.0,1115,1155,40,0,0,,32.0,0.0,0.0,0.0,8.0
2276507,2015,5,25,1,OO,5244,N128SY,SFO,LAX,1006,1129,83,30.0,1159.0,96,100.0,58.0,337,1257.0,12.0,1142,1309,87,0,0,,4.0,0.0,83.0,0.0,0.0
2276607,2015,5,25,1,AA,2438,N3DCAA,LAX,SFO,1015,1008,-7,56.0,1104.0,88,113.0,54.0,337,1158.0,3.0,1143,1201,18,0,0,,18.0,0.0,0.0,0.0,0.0
2276641,2015,5,25,1,WN,489,N691WN,LAX,SFO,1015,1037,22,20.0,1057.0,80,82.0,57.0,337,1154.0,5.0,1135,1159,24,0,0,,24.0,0.0,0.0,0.0,0.0
2276790,2015,5,25,1,WN,3085,N237WN,SFO,LAX,1020,1018,-2,13.0,1031.0,80,80.0,57.0,337,1128.0,10.0,1140,1138,-2,0,0,,,,,,
2276973,2015,5,25,1,UA,1564,N76528,LAX,SFO,1030,1031,1,40.0,1111.0,90,106.0,59.0,337,1210.0,7.0,1200,1217,17,0,0,,17.0,0.0,0.0,0.0,0.0
2277442,2015,5,25,1,VX,927,N642VA,LAX,SFO,1100,1140,40,19.0,1159.0,80,77.0,53.0,337,1252.0,5.0,1220,1257,37,0,0,,37.0,0.0,0.0,0.0,0.0
2277502,2015,5,25,1,UA,1002,N27421,SFO,LAX,1102,1110,8,18.0,1128.0,92,111.0,55.0,337,1223.0,38.0,1234,1301,27,0,0,,27.0,0.0,0.0,0.0,0.0
2277621,2015,5,25,1,WN,1074,N370SW,LAX,SFO,1110,1127,17,10.0,1137.0,80,69.0,54.0,337,1231.0,5.0,1230,1236,6,0,0,,,,,,
2278023,2015,5,25,1,VX,924,N638VA,SFO,LAX,1135,1137,2,16.0,1153.0,80,82.0,58.0,337,1251.0,8.0,1255,1259,4,0,0,,,,,,
2278614,2015,5,25,1,WN,1269,N691WN,SFO,LAX,1210,1233,23,8.0,1241.0,85,75.0,56.0,337,1337.0,11.0,1335,1348,13,0,0,,,,,,
2278761,2015,5,25,1,AA,1143,N5FCAA,LAX,SFO,1220,1215,-5,19.0,1234.0,82,84.0,58.0,337,1332.0,7.0,1342,1339,-3,0,0,,,,,,
2278809,2015,5,25,1,UA,433,N471UA,SFO,LAX,1220,1222,2,34.0,1256.0,94,101.0,57.0,337,1353.0,10.0,1354,1403,9,0,0,,,,,,
2278817,2015,5,25,1,OO,6270,N128SY,LAX,SFO,1222,1353,91,34.0,1427.0,92,96.0,55.0,337,1522.0,7.0,1354,1529,95,0,0,,4.0,0.0,4.0,87.0,0.0
2278896,2015,5,25,1,AA,2438,N3DCAA,SFO,LAX,1228,1240,12,19.0,1259.0,87,85.0,56.0,337,1355.0,10.0,1355,1405,10,0,0,,,,,,
2279017,2015,5,25,1,WN,3101,N237WN,LAX,SFO,1235,1233,-2,9.0,1242.0,80,70.0,56.0,337,1338.0,5.0,1355,1343,-12,0,0,,,,,,
2279488,2015,5,25,1,UA,1710,N87507,SFO,LAX,1303,1303,0,13.0,1316.0,90,86.0,59.0,337,1415.0,14.0,1433,1429,-4,0,0,,,,,,
2279522,2015,5,25,1,VX,933,N631VA,LAX,SFO,1305,1312,7,15.0,1327.0,75,71.0,54.0,337,1421.0,2.0,1420,1423,3,0,0,,,,,,
2279749,2015,5,25,1,WN,1429,N370SW,SFO,LAX,1320,1317,-3,22.0,1339.0,80,90.0,57.0,337,1436.0,11.0,1440,1447,7,0,0,,,,,,
2279790,2015,5,25,1,VX,928,N849VA,SFO,LAX,1325,1316,-9,14.0,1330.0,80,86.0,59.0,337,1429.0,13.0,1445,1442,-3,0,0,,,,,,
2279876,2015,5,25,1,UA,1642,N27421,LAX,SFO,1330,1353,23,24.0,1417.0,88,83.0,54.0,337,1511.0,5.0,1458,1516,18,0,0,,0.0,0.0,2.0,16.0,0.0
2280378,2015,5,25,1,UA,1130,N73283,SFO,LAX,1358,1356,-2,14.0,1410.0,92,81.0,55.0,337,1505.0,12.0,1530,1517,-13,0,0,,,,,,
2280448,2015,5,25,1,VX,929,N529VA,LAX,SFO,1400,1414,14,15.0,1429.0,80,76.0,55.0,337,1524.0,6.0,1520,1530,10,0,0,,,,,,
2280603,2015,5,25,1,WN,2315,N691WN,LAX,SFO,1410,1438,28,18.0,1456.0,75,76.0,54.0,337,1550.0,4.0,1525,1554,29,0,0,,1.0,0.0,15.0,13.0,0.0
2281003,2015,5,25,1,AA,1143,N5FCAA,SFO,LAX,1436,1430,-6,10.0,1440.0,84,79.0,57.0,337,1537.0,12.0,1600,1549,-11,0,0,,,,,,
2281197,2015,5,25,1,WN,3121,N237WN,SFO,LAX,1450,1448,-2,8.0,1456.0,85,66.0,52.0,337,1548.0,6.0,1615,1554,-21,0,0,,,,,,
2281832,2015,5,25,1,WN,1735,N370SW,LAX,SFO,1525,1528,3,11.0,1539.0,75,83.0,54.0,337,1633.0,18.0,1640,1651,11,0,0,,,,,,
2281887,2015,5,25,1,UA,382,N841UA,LAX,SFO,1528,1523,-5,11.0,1534.0,82,68.0,53.0,337,1627.0,4.0,1650,1631,-19,0,0,,,,,,
2282212,2015,5,25,1,UA,769,N455UA,SFO,LAX,1549,1548,-1,14.0,1602.0,93,80.0,57.0,337,1659.0,9.0,1722,1708,-14,0,0,,,,,,
2282761,2015,5,25,1,AA,209,N3LFAA,LAX,SFO,1625,1618,-7,18.0,1636.0,81,76.0,55.0,337,1731.0,3.0,1746,1734,-12,0,0,,,,,,
2282856,2015,5,25,1,VX,932,N633VA,SFO,LAX,1630,1710,40,11.0,1721.0,80,76.0,58.0,337,1819.0,7.0,1750,1826,36,0,0,,0.0,0.0,0.0,36.0,0.0
2282940,2015,5,25,1,VX,923,N361VA,LAX,SFO,1635,1631,-4,15.0,1646.0,75,74.0,54.0,337,1740.0,5.0,1750,1745,-5,0,0,,,,,,
2283461,2015,5,25,1,UA,1083,N79521,SFO,LAX,1705,1712,7,11.0,1723.0,86,81.0,58.0,337,1821.0,12.0,1831,1833,2,0,0,,,,,,
2283476,2015,5,25,1,WN,3157,N237WN,LAX,SFO,1705,1702,-3,23.0,1725.0,75,81.0,54.0,337,1819.0,4.0,1820,1823,3,0,0,,,,,,
2283581,2015,5,25,1,WN,2890,N658SW,SFO,LAX,1710,1709,-1,22.0,1731.0,75,84.0,56.0,337,1827.0,6.0,1825,1833,8,0,0,,,,,,
2284244,2015,5,25,1,UA,1591,N34455,SFO,LAX,1748,1808,20,24.0,1832.0,86,91.0,56.0,337,1928.0,11.0,1914,1939,25,0,0,,8.0,0.0,0.0,17.0,0.0
2284543,2015,5,25,1,VX,936,N837VA,SFO,LAX,1805,1903,58,18.0,1921.0,80,85.0,61.0,337,2022.0,6.0,1925,2028,63,0,0,,0.0,0.0,12.0,46.0,5.0
2284657,2015,5,25,1,UA,391,N455UA,LAX,SFO,1812,1810,-2,10.0,1820.0,83,77.0,62.0,337,1922.0,5.0,1935,1927,-8,0,0,,,,,,
2284882,2015,5,25,1,WN,4378,N397SW,SFO,LAX,1825,1824,-1,17.0,1841.0,80,81.0,56.0,337,1937.0,8.0,1945,1945,0,0,0,,,,,,
2284949,2015,5,25,1,VX,941,N525VA,LAX,SFO,1830,2219,229,35.0,2254.0,75,98.0,58.0,337,2352.0,5.0,1945,2357,252,0,0,,252.0,0.0,0.0,0.0,0.0
2285008,2015,5,25,1,AA,209,N3LFAA,SFO,LAX,1834,1823,-11,27.0,1850.0,86,95.0,58.0,337,1948.0,10.0,2000,1958,-2,0,0,,,,,,
2285033,2015,5,25,1,VX,938,N361VA,SFO,LAX,1835,1845,10,34.0,1919.0,80,103.0,57.0,337,2016.0,12.0,1955,2028,33,0,0,,23.0,0.0,0.0,10.0,0.0
2285088,2015,5,25,1,AA,218,N3FPAA,LAX,SFO,1840,1940,60,29.0,2009.0,78,87.0,55.0,337,2104.0,3.0,1958,2107,69,0,0,,69.0,0.0,0.0,0.0,0.0
2285138,2015,5,25,1,UA,525,N414UA,SFO,LAX,1840,1837,-3,39.0,1916.0,89,104.0,55.0,337,2011.0,10.0,2009,2021,12,0,0,,,,,,
2285617,2015,5,25,1,WN,3880,N658SW,LAX,SFO,1910,1938,28,13.0,1951.0,75,71.0,53.0,337,2044.0,5.0,2025,2049,24,0,0,,17.0,0.0,0.0,7.0,0.0
2285846,2015,5,25,1,UA,1131,N79521,LAX,SFO,1923,1944,21,22.0,2006.0,82,81.0,53.0,337,2059.0,6.0,2045,2105,20,0,0,,20.0,0.0,0.0,0.0,0.0
2286088,2015,5,25,1,VX,942,N525VA,SFO,LAX,1940,2008,28,22.0,2030.0,85,84.0,55.0,337,2125.0,7.0,2105,2132,27,0,0,,27.0,0.0,0.0,0.0,0.0
2286276,2015,5,25,1,UA,1192,N34460,SFO,LAX,1952,1957,5,23.0,2020.0,104,92.0,55.0,337,2115.0,14.0,2136,2129,-7,0,0,,,,,,
2286281,2015,5,25,1,UA,367,N431UA,LAX,SFO,1953,2049,56,44.0,2133.0,82,110.0,57.0,337,2230.0,9.0,2115,2239,84,0,0,,84.0,0.0,0.0,0.0,0.0
2286588,2015,5,25,1,VX,945,N837VA,LAX,SFO,2010,2147,97,11.0,2158.0,80,77.0,55.0,337,2253.0,11.0,2130,2304,94,0,0,,94.0,0.0,0.0,0.0,0.0
2286640,2015,5,25,1,UA,1247,N34455,LAX,SFO,2014,2037,23,46.0,2123.0,85,108.0,56.0,337,2219.0,6.0,2139,2225,46,0,0,,31.0,0.0,0.0,15.0,0.0
2286871,2015,5,25,1,AA,2465,N3DRAA,LAX,SFO,2030,2102,32,27.0,2129.0,84,88.0,58.0,337,2227.0,3.0,2154,2230,36,0,0,,36.0,0.0,0.0,0.0,0.0
2286879,2015,5,25,1,WN,4467,N397SW,LAX,SFO,2030,2147,77,8.0,2155.0,80,70.0,54.0,337,2249.0,8.0,2150,2257,67,0,0,,67.0,0.0,0.0,0.0,0.0
2286996,2015,5,25,1,WN,3003,N658SW,SFO,LAX,2040,2207,87,15.0,2222.0,85,79.0,58.0,337,2320.0,6.0,2205,2326,81,0,0,,0.0,0.0,0.0,81.0,0.0
2287012,2015,5,25,1,AA,218,N3FPAA,SFO,LAX,2045,2142,57,17.0,2159.0,99,83.0,57.0,337,2256.0,9.0,2224,2305,41,0,0,,0.0,0.0,0.0,41.0,0.0
2287028,2015,5,25,1,VX,948,N525VA,SFO,LAX,2045,0039,234,7.0,46.0,80,61.0,49.0,337,135.0,5.0,2205,0140,215,0,0,,0.0,0.0,2.0,213.0,0.0
2287337,2015,5,25,1,UA,235,N495UA,LAX,SFO,2110,2200,50,42.0,2242.0,84,104.0,56.0,337,2338.0,6.0,2234,2344,70,0,0,,35.0,0.0,0.0,35.0,0.0
2287534,2015,5,25,1,WN,2847,N370SW,SFO,LAX,2135,2234,59,16.0,2250.0,80,113.0,53.0,337,2343.0,44.0,2255,0027,92,0,0,,33.0,0.0,0.0,59.0,0.0
2287688,2015,5,25,1,VX,947,N522VA,LAX,SFO,2150,2157,7,18.0,2215.0,80,89.0,59.0,337,2314.0,12.0,2310,2326,16,0,0,,7.0,0.0,0.0,0.0,9.0
2288069,2015,5,25,1,OO,6290,N132SY,SFO,LAX,2232,2229,-3,17.0,2246.0,87,79.0,55.0,337,2341.0,7.0,2359,2348,-11,0,0,,,,,,
2288094,2015,5,25,1,UA,848,N454UA,LAX,SFO,2240,2316,36,19.0,2335.0,86,75.0,52.0,337,27.0,4.0,0006,0031,25,0,0,,0.0,0.0,7.0,18.0,0.0
2289092,2015,5,26,2,OO,5613,N132SY,LAX,SFO,0602,0605,3,26.0,631.0,89,92.0,58.0,337,729.0,8.0,0731,0737,6,0,0,,,,,,
2289308,2015,5,26,2,WN,3132,N370SW,LAX,SFO,0615,0628,13,11.0,639.0,85,71.0,56.0,337,735.0,4.0,0740,0739,-1,0,0,,,,,,
2289313,2015,5,26,2,WN,478,N916WN,SFO,LAX,0615,0616,1,10.0,626.0,85,69.0,53.0,337,719.0,6.0,0740,0725,-15,0,0,,,,,,
2289854,2015,5,26,2,AA,338,N5DHAA,LAX,SFO,0650,0645,-5,18.0,703.0,81,74.0,53.0,337,756.0,3.0,0811,0759,-12,0,0,,,,,,
2289873,2015,5,26,2,VX,922,N837VA,SFO,LAX,0650,0649,-1,8.0,657.0,75,72.0,56.0,337,753.0,8.0,0805,0801,-4,0,0,,,,,,
2289899,2015,5,26,2,UA,478,N422UA,SFO,LAX,0650,0649,-1,11.0,700.0,93,83.0,56.0,337,756.0,16.0,0823,0812,-11,0,0,,,,,,
2289964,2015,5,26,2,UA,414,N420UA,LAX,SFO,0657,0653,-4,17.0,710.0,82,74.0,53.0,337,803.0,4.0,0819,0807,-12,0,0,,,,,,
2290133,2015,5,26,2,VX,925,N627VA,LAX,SFO,0700,0700,0,15.0,715.0,75,75.0,55.0,337,810.0,5.0,0815,0815,0,0,0,,,,,,
2290451,2015,5,26,2,WN,3933,N658SW,LAX,SFO,0715,0734,19,9.0,743.0,80,68.0,55.0,337,838.0,4.0,0835,0842,7,0,0,,,,,,
2291179,2015,5,26,2,AA,1232,N3DRAA,SFO,LAX,0800,0756,-4,30.0,826.0,90,97.0,57.0,337,923.0,10.0,0930,0933,3,0,0,,,,,,
2291245,2015,5,26,2,VX,1930,N521VA,SFO,LAX,0800,0757,-3,22.0,819.0,75,86.0,60.0,337,919.0,4.0,0915,0923,8,0,0,,,,,,
2291317,2015,5,26,2,UA,1569,N39450,LAX,SFO,0803,0758,-5,23.0,821.0,92,90.0,55.0,337,916.0,12.0,0935,0928,-7,0,0,,,,,,
2292096,2015,5,26,2,WN,567,N353SW,LAX,SFO,0850,1047,117,30.0,1117.0,80,99.0,64.0,337,1221.0,5.0,1010,1226,136,0,0,,136.0,0.0,0.0,0.0,0.0
2292293,2015,5,26,2,WN,298,N345SA,SFO,LAX,0900,0859,-1,17.0,916.0,85,81.0,56.0,337,1012.0,8.0,1025,1020,-5,0,0,,,,,,
2292435,2015,5,26,2,AA,338,N5DHAA,SFO,LAX,0906,0901,-5,19.0,920.0,93,91.0,56.0,337,1016.0,16.0,1039,1032,-7,0,0,,,,,,
2292460,2015,5,26,2,UA,814,N431UA,SFO,LAX,0909,0905,-4,35.0,940.0,93,99.0,57.0,337,1037.0,7.0,1042,1044,2,0,0,,,,,,
2292736,2015,5,26,2,UA,788,N422UA,LAX,SFO,0928,0921,-7,20.0,941.0,92,85.0,61.0,337,1042.0,4.0,1100,1046,-14,0,0,,,,,,
2293134,2015,5,26,2,VX,1935,N849VA,LAX,SFO,0955,1008,13,14.0,1022.0,75,72.0,53.0,337,1115.0,5.0,1110,1120,10,0,0,,,,,,
2293365,2015,5,26,2,OO,5244,N120SY,SFO,LAX,1006,1002,-4,20.0,1022.0,96,91.0,59.0,337,1121.0,12.0,1142,1133,-9,0,0,,,,,,
2293469,2015,5,26,2,AA,2438,N3BHAA,LAX,SFO,1015,1026,11,44.0,1110.0,88,103.0,55.0,337,1205.0,4.0,1143,1209,26,0,0,,26.0,0.0,0.0,0.0,0.0
2293640,2015,5,26,2,WN,1279,N604SW,SFO,LAX,1020,1131,71,11.0,1142.0,80,71.0,55.0,337,1237.0,5.0,1140,1242,62,0,0,,0.0,0.0,0.0,62.0,0.0
2293888,2015,5,26,2,UA,1564,N77295,LAX,SFO,1030,1032,2,28.0,1100.0,90,115.0,55.0,337,1155.0,32.0,1200,1227,27,0,0,,27.0,0.0,0.0,0.0,0.0
2294321,2015,5,26,2,VX,927,N631VA,LAX,SFO,1100,1145,45,41.0,1226.0,80,98.0,53.0,337,1319.0,4.0,1220,1323,63,0,0,,45.0,0.0,18.0,0.0,0.0
2294374,2015,5,26,2,UA,1002,N39423,SFO,LAX,1102,1103,1,14.0,1117.0,92,84.0,57.0,337,1214.0,13.0,1234,1227,-7,0,0,,,,,,
2294506,2015,5,26,2,WN,387,N345SA,LAX,SFO,1110,1205,55,27.0,1232.0,80,88.0,56.0,337,1328.0,5.0,1230,1333,63,0,0,,63.0,0.0,0.0,0.0,0.0
2294855,2015,5,26,2,WN,656,N353SW,SFO,LAX,1130,1259,89,15.0,1314.0,85,77.0,56.0,337,1410.0,6.0,1255,1416,81,0,0,,0.0,0.0,0.0,81.0,0.0
2294921,2015,5,26,2,VX,924,N623VA,SFO,LAX,1135,1134,-1,15.0,1149.0,80,80.0,58.0,337,1247.0,7.0,1255,1254,-1,0,0,,,,,,
2295663,2015,5,26,2,AA,1143,N5DHAA,LAX,SFO,1220,1242,22,39.0,1321.0,82,96.0,52.0,337,1413.0,5.0,1342,1418,36,0,0,,36.0,0.0,0.0,0.0,0.0
2295711,2015,5,26,2,UA,433,N491UA,SFO,LAX,1220,1257,37,25.0,1322.0,94,97.0,61.0,337,1423.0,11.0,1354,1434,40,0,0,,3.0,0.0,12.0,25.0,0.0
2295724,2015,5,26,2,OO,6270,N120SY,LAX,SFO,1222,1222,0,21.0,1243.0,92,92.0,56.0,337,1339.0,15.0,1354,1354,0,0,0,,,,,,
2295801,2015,5,26,2,AA,2438,N3BHAA,SFO,LAX,1228,1259,31,18.0,1317.0,87,84.0,58.0,337,1415.0,8.0,1355,1423,28,0,0,,0.0,0.0,5.0,23.0,0.0
2295927,2015,5,26,2,WN,1368,N604SW,LAX,SFO,1235,1315,40,21.0,1336.0,80,79.0,52.0,337,1428.0,6.0,1355,1434,39,0,0,,0.0,0.0,0.0,39.0,0.0
2296403,2015,5,26,2,UA,1710,N38443,SFO,LAX,1303,1259,-4,21.0,1320.0,90,91.0,59.0,337,1419.0,11.0,1433,1430,-3,0,0,,,,,,
2296426,2015,5,26,2,VX,933,N626VA,LAX,SFO,1305,1302,-3,32.0,1334.0,75,88.0,51.0,337,1425.0,5.0,1420,1430,10,0,0,,,,,,
2296640,2015,5,26,2,WN,476,N345SA,SFO,LAX,1320,1409,49,15.0,1424.0,80,78.0,56.0,337,1520.0,7.0,1440,1527,47,0,0,,0.0,0.0,0.0,47.0,0.0
2296696,2015,5,26,2,VX,928,N849VA,SFO,LAX,1325,1325,0,17.0,1342.0,80,85.0,59.0,337,1441.0,9.0,1445,1450,5,0,0,,,,,,
2296829,2015,5,26,2,UA,444,N405UA,LAX,SFO,1333,1334,1,20.0,1354.0,87,74.0,51.0,337,1445.0,3.0,1500,1448,-12,0,0,,,,,,
